SMILES,Experiment,DFT,Solvent
N#CC(=CC1=C2N(CCC1)c1c(C2(C)C)cccc1)C#N,NaN,449,Hexane
N#CC(=CC=CC1=C2N(CCC1)c1c(C2(C)C)cccc1)C#N,NaN,538,EtOH
N#CC(=CC=CC=CC1=C2N(CCC1)c1c(C2(C)C)cccc1)C#N,NaN,636,Hexane
CCN1C(=O)C(=CC2=C3N(CCC2)c2c(C3(C)C)cccc2)C(=O)N(C1=S)CC,NaN,508,EtOH
CCN1C(=O)C(=CC=CC2=C3N(CCC2)c2c(C3(C)C)cccc2)C(=O)N(C1=S)CC,NaN,599,EtOH
CCN1C(=O)C(=CC=CC=CC2=C3N(CCC2)c2c(C3(C)C)cccc2)C(=O)N(C1=S)CC,NaN,702,EtOH
[S][P][P][Ru],NaN,580,NaN
NCCO,NaN,592,Ethanol
[Cd],NaN,713,Toluene
CC1(C)C2CCC1(C)CC2,NaN,637.4,NaN
[Ca+2],NaN,305,NaN
CC1=NCCN1,NaN,290,NaN
c1nccs1,NaN,295,NaN
C[n+]1cnc2c(c1N)[nH]cn2,NaN,427,NaN
CCCCCCCCCCCCCCCCOP(=O)(OCC[N+](C)(C)C)O,NaN,515,NaN
CC(=C)C(=O)OCCO,NaN,604,NaN
CCC=C.C=C,NaN,260,NaN
[Cl],NaN,646,NaN
O[C@@H]1CN(C)[C@H]([C@H]([C@H]1O)O)C,NaN,350,NaN
c1ccc2c(c1)Cc1c2cccc1C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cccc4c1Cc1c4cccc1)C=C3)c1cccc3c1Cc1c3cccc1)[nH]2)c1cccc2c1Cc1c2cccc1,NaN,272,NaN
[2H][2H],NaN,362,NaN
CCCCCCCCCCCC,NaN,467,NaN
IN[I][I]I,NaN,713,NaN
Cc1ccc(cc1)S(=O)(=O)O.O=NC(=NNC=c1cccc[nH]1)N,NaN,404,NaN
CSC1=C(SC)SC(=c2c3cc(C=CC=Cc4ccc(cc4)[N+](=O)[O-])ccc3c(=C3SC(=C(S3)SC)SC)c3c2cccc3)S1,NaN,480,NaN
CSC1=C(SC)SC(=c2c3cc(C=CC=CC=Cc4ccc(cc4)[N+](=O)[O-])ccc3c(=C3SC(=C(S3)SC)SC)c3c2cccc3)S1,NaN,490,NaN
CSC1=C(SC)SC(=c2c3cc(C=Cc4ccc(s4)C=Cc4ccc(cc4)[N+](=O)[O-])ccc3c(=C3SC(=C(S3)SC)SC)c3c2cccc3)S1,NaN,500,NaN
CCCc1c(CCC)c(CCC)c2c(c1CCC)cc(cc2)c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c(CCC)c(c(c2CCC)CCC)CCC,NaN,399,NaN
N#Cc1cc(Cl)c(cc1C#N)Cl,NaN,706,NaN
C1COO1,NaN,549,NaN
COC(=O)CCC1=C(C)C2=Cc3[nH]c(c(c3CC)C)C(=C3N=C(C=c4[nH]c(=CC1=N2)c(CCC(=O)OC)c4C)C(=C3C)CC)c1cc(OC)cc(c1)OC,NaN,823,PhCN
CN(c1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2C#CC#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2N(C)C)C,NaN,526,NaN
CN(c1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1ccc(cc1)C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2N(C)C)C,NaN,528,NaN
CN(c1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1ccc(cc1)C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2N(C)C)C,NaN,529,NaN
COc1c(OC)c2sc1C(=C1C=CC(=N1)C(=c1sc(=C(C3=NC(=C2c2ccccc2)C=C3)c2ccccc2)c(c1OC)OC)c1ccccc1)c1ccccc1,NaN,703,NaN
COc1c2sc(c1OC)C(=C1C=CC(=N1)C(=c1sc(=C(C3=NC(=C2c2ccccc2)C=C3)c2ccccc2)c(OC)c1OC)c1ccccc1)c1ccccc1,NaN,705,NaN
COc1c2sc(c1OC)C(=C1C=CC(=N1)C(=c1sc(=C(C3=NC(=C2c2ccccc2)C=C3)c2ccccc2)c(OC)c1OC)c1ccccc1)c1ccccc1,NaN,705,NaN
COc1c2sc(c1OC)C(=C1C=CC(=N1)C(=c1sc(=C(C3=NC(=C2c2ccccc2)C=C3)c2ccccc2)c(OC)c1OC)c1ccccc1)c1ccccc1,NaN,705,NaN
c1ccc(cc1)N(c1ccc2c(c1)C(Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)(Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccccc1,NaN,366,NaN
c1ccc(cc1)N(c1cccc2c1cccc2)c1ccc2c(c1)C(Cc1ccc(cc1)N(c1cccc3c1cccc3)c1ccccc1)(Cc1ccc(cc1)N(c1cccc3c1cccc3)c1ccccc1)c1c2ccc(c1)N(c1cccc2c1cccc2)c1ccccc1,NaN,364,NaN
CCC1(CC)c2cc(ccc2c2c1cccc2)N(c1ccc2c(c1)C(Cc1ccc(cc1)N(c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c1ccccc1)(Cc1ccc(cc1)N(c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c1ccccc1)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccccc1)c1ccccc1,NaN,337,NaN
c1ccc(cc1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccc2c(c1)C(Cc1ccc(cc1)N(c1ccc3c4c1ccc1c4c(cc3)ccc1)c1ccccc1)(Cc1ccc(cc1)N(c1ccc3c4c1ccc1c4c(cc3)ccc1)c1ccccc1)c1c2ccc(c1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccccc1,NaN,378,NaN
CCn1c2ccc(cc2c2c1cccc2)N(c1ccc2c(c1)C(Cc1ccc(cc1)N(c1ccc3c(c1)c1ccccc1n3CC)c1ccccc1)(Cc1ccc(cc1)N(c1ccc3c(c1)c1ccccc1n3CC)c1ccccc1)c1c2ccc(c1)N(c1ccc2c(c1)c1ccccc1n2CC)c1ccccc1)c1ccccc1,NaN,375,NaN
C=C,NaN,557,NaN
CC=C,NaN,562,NaN
C#Cc1c(C#Cc2ccccc2C#Cc2ccc(s2)C#Cc2ccccc2C#Cc2cc(cc(c2C#C)[Si](C)(C)C)[Si](C)(C)C)cc(cc1[Si](C)(C)C)[Si](C)(C)C,NaN,447,NaN
C[Si](C#Cc1cc(C#Cc2ccccc2C#Cc2ccccc2C#Cc2ccc(s2)C#Cc2ccccc2C#Cc2ccccc2C#Cc2cc(C#C[Si](C)(C)C)cc(c2)C#C[Si](C)(C)C)cc(c1)C#C[Si](C)(C)C)(C)C,NaN,454,NaN
O=C(c1cc(=O)c2c(o1)cccc2)NCCC[N+](C)(C)C.[I-],NaN,304,NaN
COc1ccc2c(c1)oc(cc2=O)C(=O)NCCC[N+](C)(C)C.[I-],NaN,304,NaN
COc1ccc2c(c1)c(=O)cc(o2)C(=O)NCCC[N+](C)(C)C.[I-],NaN,333,NaN
COc1cccc2c1c(=O)cc(o2)C(=O)NCCC[N+](C)(C)C.[I-],NaN,319,NaN
COc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C=C3)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)[nH]2)c1cc(cc(c1)C(C)(C)C)C(C)(C)C,NaN,419,THF
FC1(F)C(=C(C(C1(F)F)(F)F)c1ccc2c(c1)C1(c3c2cccc3)c2ccccc2c2c1cccc2)c1ccc2c(c1)C1(c3c2cccc3)c2ccccc2c2c1cccc2,NaN,328,NaN
NCCCC[C@@H](C(=O)OC)NC(=O)C.Cl,NaN,348,Acetonitrile
OC[C@@H](C(=O)OC)NC(=O)OC(C)(C)C,NaN,350,DMF
CN(c1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1cc(C#Cc2cccc3c2cccc3C#Cc2cccc3c2cccc3N(C)C)cc(c1)C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2N(C)C)C,NaN,527,NaN
CN(c1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1cc(C#Cc2cccc3c2cccc3C#Cc2cccc3c2cccc3C#Cc2cccc3c2cccc3N(C)C)cc(c1)C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2N(C)C)C,NaN,530,NaN
CCn1c2ccc(cc2c2c1ccc(c2)C=Cc1ccc2c(c1)c1cc(ccc1n2CC)N(c1cccc(c1)C)c1ccccc1)N(c1cccc(c1)C)c1ccccc1,NaN,347,NaN
CCn1c2ccc(cc2c2c1ccc(c2)N(c1cccc2c1cccc2)c1ccccc1)C=Cc1ccc2c(c1)c1cc(ccc1n2CC)N(c1cccc2c1cccc2)c1ccccc1,NaN,344,NaN
CCn1c2ccc(cc2c2c1ccc(c2)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccccc1)C=Cc1ccc2c(c1)c1cc(ccc1n2CC)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccccc1,NaN,356,NaN
COc1ccc(cc1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccc2c(c1)c1cc(C=Cc3ccc4c(c3)c3cc(ccc3n4CC)N(c3ccc4c5c3ccc3c5c(cc4)ccc3)c3ccc(cc3)OC)ccc1n2CC,NaN,361,NaN
COC(=O)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)[C@H](C[C@H]1[C@H]2[C@@H](C[C@H]2[C@]1(C)CC[C@H](C2)C(=O)C)C(=O)c1ccc2c3c1ccc1c3c(cc2)ccc1)C(=O)c1ccc2c3c1ccc1c3c(cc2)ccc1)C,NaN,385,NaN
CCOc1c(F)c(F)c(c(c1F)F)c1c2cc3n(c(=O)n2c(=O)c1C)c(c(c3C)S(=O)(=O)[O-])C.[Na+],NaN,444,NaN
[OH-],NaN,515,EtOH
CC(C(=O)[O-])C,NaN,628,EtOH
[Cl-],NaN,634,EtOH
[O-]C(=O)C,NaN,634,EtOH
[O-]C(=O)c1ccccc1,NaN,634,EtOH
C1(C)c2cc(C#Cc3ccc4c(c3)c3cc(C#Cc5ccc6c(c5)C(C)(C)c5c6ccc(c5)C#Cc5ccc6c(c5)C(C)(C)c5c6ccc(c5)C#Cc5ccc6c(c5)C(C)(C)c5c6cccc5)ccc3n4c3ccc(cc3)C)ccc2c2c1cc(C#Cc1ccc3c(c1)C(C)(C)c1c3ccc(c1)C#Cc1ccc3c(c1)C(C)(C)c1c3cccc1)cc2,NaN,405,NaN
C1(C)c2cc(C#Cc3ccc4c(c3)C(C)(C)c3c4ccc(c3)C#Cc3ccc(cc3)n3c4ccc(cc4c4c3ccc(c4)C#Cc3ccc4c(c3)C(C)(C)c3c4ccc(c3)C#Cc3ccc4c(c3)C(C)(C)c3c4ccc(c3)C#Cc3ccc4c(c3)C(C)(C)c3c4cccc3)C#Cc3ccc4c(c3)C(C)(C)c3c4ccc(c3)C#Cc3ccc4c(c3)C(C)(C)c3c4ccc(c3)C#Cc3ccc4c(c3)C(C)(C)c3c4cccc3)ccc2c2c1cc(C#Cc1ccc3c(c1)C(C)(C)c1c3cccc1)cc2,NaN,404,NaN
O=C1c2cc(ccc2c2c1cc(cc2)C#Cc1ccc(cc1)C#Cc1ccc(cc1)C#C[Si](C)(C)C)C#Cc1ccc(cc1)C#Cc1ccc(cc1)C#C[Si](C)(C)C,NaN,531,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)c1ccc2c(c1)C(C)(C)c1c2ccc(c1)n1c2ccccc2c2c1cccc2,NaN,382,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(C)(C)c1c2ccc(c1)n1c2ccccc2c2c1cccc2,NaN,411,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(C)(C)c1c2ccc(c1)n1c2ccccc2c2c1cccc2,NaN,430,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(C)(C)c1c2ccc(c1)n1c2ccccc2c2c1cccc2,NaN,446,NaN
O=C(CCc1ccc[n+](c1)C)OCCCc1c[nH]c2ccccc2ncc(c[nH]c2c(nc1)cccc2)CCCOC(=O)CCc1ccc[n+](c1)C.O.O.[Br-].[Br-],NaN,447,NaN
c1cc[n+](cc1)CCCc1c[nH]c2ccccc2ncc(c[nH]c2c(nc1)cccc2)CCC[n+]1ccccc1.O.O.O.[Br-].[Br-],NaN,427,NaN
n1ccc(cc1)c1cc[n+](cc1)CCCc1c[nH]c2ccccc2ncc(c[nH]c2c(nc1)cccc2)CCC[n+]1ccc(cc1)c1ccncc1.O.O.O.O.O.[Br-].[Br-],NaN,448,NaN
C[Si](C#Cc1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)C#C[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,669,NaN
CC([Si](C(C)C)(C(C)C)C#Cc1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)C#C[Si](C(C)C)(C(C)C)C(C)C)[Si](C)(C)C)[Si](C)(C)C)C,NaN,662,NaN
CC(C#Cc1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)C#CC(C)(C)C)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,655,NaN
C[Si](c1cc2cc3c(cc2cc1[Si](C)(C)C)c(C#Cc1ccccc1)c1c(c3C#Cc2ccccc2)cc2c(c1)cc(c(c2)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,682,NaN
C[Si](c1cc2cc3c(c4ccccc4)c4cc5cc(c(cc5cc4c(c3cc2cc1[Si](C)(C)C)c1ccccc1)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,627,NaN
Cc1ccc(cc1)c1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)c1ccc(cc1)C)[Si](C)(C)C)[Si](C)(C)C,NaN,630,NaN
COc1ccc(cc1)Cc1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)Cc1ccc(cc1)OC)[Si](C)(C)C)[Si](C)(C)C,NaN,629,NaN
N#Cc1ccc(cc1)c1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)c1ccc(cc1)C#N)[Si](C)(C)C)[Si](C)(C)C,NaN,630,NaN
CC1=CC=CC(C1)(C)c1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)C1(C)C=CC=C(C1)C)[Si](C)(C)C)[Si](C)(C)C,NaN,632,NaN
C[Si](c1cc2cc3c(c4cccs4)c4cc5cc(c(cc5cc4c(c3cc2cc1[Si](C)(C)C)c1cccs1)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,634,NaN
C[Si](c1ccc(s1)c1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,635,NaN
O=C(Nc1ccc2c(c1)c(C)nc1c2cccc1)NCCNC(=O)Nc1ccc2c(c1)c(C)nc1c2cccc1.O.O.O,NaN,264,NaN
O=C(Nc1ccc2c(c1)c(C)nc1c2cccc1)NCCCCCCNC(=O)Nc1ccc2c(c1)c(C)nc1c2cccc1.O.O.O,NaN,265,NaN
[O-][N+](=O)c1ccc(c(c1)C(F)(F)F)N=Nc1ccc(c(c1O)C)O,418.1,423,Acetone
Nc1ccccc1N=Nc1ccccc1,417.2,417,NaN
Clc1nc(nc(n1)Cl)Nc1c(N=Nc2ccc(cc2)S(=O)(=O)O)c(nn1c1ccccc1)c1ccccc1,417.1,378,NaN
Clc1ccc(cc1)c1nn(c(c1N=Nc1ccc(cc1)S(=O)(=O)O)Nc1nc(Cl)nc(n1)Cl)c1ccccc1,416.5,380,NaN
N#CC(=C1CC(C)(C)CC(=C(C#N)C#N)C1=Cc1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2)C#N,415.5,429,THF
Oc1cc(c(cc1N=Nc1ccc2c(c1O)cccc2S(=O)(=O)O)Cl)S(=O)(=O)O,415.5,NaN,NaN
Oc1ccc(cc1)N1C(=S)SC(=Cc2ccc(cc2)N=NC=C2N(C)c3c(C2(C)C)cccc3)C1=O,415.4,525,THF
CC(=O)c1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2,414.1,461,THF
N#CC(=Cc1ccc(s1)c1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,NaN,456,NaN
N#CC(=Cc1ccc(s1)C=Cc1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,NaN,476,NaN
CC(c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)C1(c2ccc(cc2)n2c3ccc(cc3c3c2ccc(c3)C(C)(C)C)C(C)(C)C)c2ccccc2c2c1cccc2)C(C)(C)C)(C)C,NaN,430,dichloromethane
CC(c1ccc2c(c1)C(c1ccc(cc1)n1c3ccccc3c3c1cccc3)(c1ccc(cc1)n1c3ccccc3c3c1cccc3)c1c2ccc(c1)C(C)(C)C)(C)C,NaN,436,dichloromethane
CC(=O)C(Cl)C,NaN,334,NaN
O=C1Cc2c(C1Cl)cccc2,NaN,337,NaN
BrCc1cc(CBr)c(cc1CBr)CBr,NaN,385,NaN
Oc1cccc2c1nc(OCc1cc(COc3ccc4c(n3)c(O)ccc4)c(cc1COc1ccc3c(n1)c(O)ccc3)COc1ccc3c(n1)c(O)ccc3)cc2,NaN,432,NaN
OC(=O)C=CC(=O)O,NaN,103,NaN
OC(=O)C#CC(=O)O,NaN,104,NaN
OC(=O)CCCCCC(=O)O,NaN,104,NaN
OC(=O)CCCCC(=O)O,NaN,104,NaN
OC(=O)CCCCCCC(=O)O,NaN,104,NaN
COc1cc(C#Cc2cc(C#Cc3cc(OC)c(c(c3)OC)OC)nc(n2)C#Cc2cc(OC)c(c(c2)OC)OC)cc(c1OC)OC,NaN,368,chloroform
Cc1cc2[nH]cc(CCC[n+]3ccccc3)cnc3cc(C)c(cc3[nH]cc(cnc2cc1C)CCC[n+]1ccccc1)C.O.[Br-].[Br-],NaN,438,NaN
O=C(c1ccccc1OCCC[n+]1ccccc1)c1c[nH]c2ccccc2ncc(c[nH]c2c(nc1)cccc2)C(=O)c1ccccc1OCCC[n+]1ccccc1.O.O.[Br-].[Br-],NaN,346,NaN
Cc1cc(sc1c1sc(c2c1cccc2)c1c(C)sc2c1cccc2)c1cc(c(s1)c1sc(c2c1cccc2)c1c(C)sc2c1cccc2)C,NaN,635,CH 2 Cl
Cc1cc(sc1c1sc(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2C)c1cc(c(s1)c1sc(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2C)C,NaN,497,CH 2 Cl
C(Cn1c2ccc(cc2c2c1cccc2)c1sc(c2c1cccc2)c1ccc(s1)c1ccc(s1)c1sc(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2CC(C)CC)CC,NaN,492,CH 2 Cl
c1ccc(cc1)n1c2ccc(cc2c2c1cccc2)c1sc(c2c1cccc2)c1ccc(s1)c1ccc(s1)c1sc(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2c1ccccc1,NaN,498,CH 2 Cl
Cc1cc(sc1c1sc(c2c1cccc2)c1ccc2c(c1)oc1c2cccc1)c1cc(c(s1)c1sc(c2c1cccc2)c1ccc2c(c1)oc1c2cccc1)C,NaN,505,CH 2 Cl
Cc1cc(sc1c1sc(c2c1cccc2)c1ccc2c(c1)sc1c2cccc1)c1cc(c(s1)c1sc(c2c1cccc2)c1ccc2c(c1)sc1c2cccc1)C,NaN,510,CH 2 Cl
CCOC(=O)N,NaN,323,NaN
N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,NaN,434,NaN
N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,NaN,463,NaN
C(Cn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)n1c2ccccc2c2c1cccc2)c1ccc(s1)n1c2ccccc2c2c1cccc2)CC,NaN,323,NaN
C(COc1cc(c(cc1c1ccc(s1)n1c2ccccc2c2c1cccc2)OCC(C)CC)c1ccc(s1)n1c2ccccc2c2c1cccc2)CC,NaN,381,NaN
OC(=O)CN1C(=S)SC(=Cc2ccc(s2)c2ccc(s2)c2ccc3c(c2)c2ccccc2n3c2ccc3c(c2)C(C)(C)c2c3cccc2)C1=O,NaN,490,NaN
N#CC(=Cc1ccc2c(c1)C1(c3c2ccc(c3)N(c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccccc2c2c1cccc2)C(=O)O,NaN,427,NaN
N#CC(=Cc1ccc(cc1)c1ccc2c(c1)C1(c3c2ccc(c3)N(c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccccc2c2c1cccc2)C(=O)O,NaN,410,NaN
N#CC(=Cc1ccc(s1)c1ccc2c(c1)C1(c3c2ccc(c3)N(c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccccc2c2c1cccc2)C(=O)O,NaN,428,NaN
N#CC1CC(N2C1C=CC=N2)C(=O)N,NaN,442,ethanol
N#CC(=C1c2cc(cnc2c2c1cccn2)n1c2ccc(cc2c2c1ccc(c2)C1(c2ccccc2)c2ccccc2c2c1cccc2)C1(c2ccccc2)c2ccccc2c2c1cccc2)C#N,NaN,361,NaN
CCCCC,NaN,556,Pentane
CCC1(CC)c2cc(ccc2c2c1cccc2)c1sc(c2c1cccc2)c1ccc(s1)c1ccc(s1)c1sc(c2c1cccc2)c1ccc2c(c1)C(CC)(CC)c1c2cccc1,NaN,495,CH 2 Cl
N#CC(=C1C=C(C=Cc2cc(c3cccs3)c(cc2c2cccs2)C=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)C#N,NaN,464,DMF
C#CCN(CC#Cc1nn(c2c1c(=O)[nH]c(n2)NC(=O)C(C)C)[C@H]1C[C@@H]([C@H](O1)COC(c1ccc(cc1)OC)(c1ccc(cc1)OC)c1ccccc1)O)CC#C,NaN,274,methanol
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sccc1C)C=Cc1sc(c(c1)C)c1ccc(s1)c1ccc(s1)c1sccc1C,NaN,546,NaN
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sccc1C)CCc1sc(c(c1)C)c1ccc(s1)c1ccc(s1)c1sccc1C,NaN,458,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)c1nc2cc(C=Cc3ccc(cc3)N(c3ccc(cc3)C=Cc3ccc4c(c3)nc(c(n4)c3ccc4c(c3)C(C)(C)c3c4ccc(c3)N(c3ccccc3)c3ccccc3)c3ccc4c(c3)C(C)(C)c3c4ccc(c3)N(c3ccccc3)c3ccccc3)c3ccc(cc3)C=Cc3ccc4c(c3)nc(c(n4)c3ccc4c(c3)C(C)(C)c3c4ccc(c3)N(c3ccccc3)c3ccccc3)c3ccc4c(c3)C(C)(C)c3c4ccc(c3)N(c3ccccc3)c3ccccc3)ccc2nc1c1ccc2c(c1)C(C)(C)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,NaN,571,THF
CCCCCCCCCCCCNc1cc2oc3cc(=[N+](CC)CC)ccc3nc2c2c1cccc2.[Cl-],NaN,638,NaN
CCCCCCCCCCCCNc1cc2oc3cc(=[N+](C)C)ccc3nc2c2c1cccc2.[Cl-],NaN,629,NaN
O=C1CSC(=S)N1.CC(=O)O,NaN,550,NaN
CC1(C)c2cc(ccc2c2c1cccc2)[S]1C=CC2=C3C(=CCS3(c3ccccc3)c3cccc(c3)c3ccc4c(c3)C(C)(C)c3c4cccc3)[SiH]=C12,NaN,436,NaN
c1ccc(cc1)n1c2ccccc2c2c1ccc(c2)[S]1C=CC2=C3C(=CCS3(c3ccccc3)c3cccc(c3)c3ccc4c(c3)c3ccccc3n4c3ccccc3)[SiH]=C12,NaN,427,NaN
c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)n1ccc2c1nc(nc2c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,NaN,341,NaN
N#CC(=Cc1ccc2c3c1cccc3c1c2c(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)cccc2)C(=O)O,NaN,608,NaN
N#CC(=Cc1ccc(s1)c1ccc2c3c1cccc3c1c2c(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)cccc2)C(=O)O,NaN,611,NaN
[CH-]1C=CC=C1.N#CC(=Cc1ccc(cc1)C#C[C-]1C=CC=C1)C#N.[Fe+2],NaN,520,NaN
[CH-]1C=CC=C1.O=C1C(=Cc2ccc(cc2)C#C[C-]2C=CC=C2)Cc2c1cccc2.[Fe+2],NaN,470,NaN
[CH-]1C=CC=C1.O=C1C(=Cc2ccc(cc2)C#C[C-]2C=CC=C2)C(=O)c2c1cccc2.[Fe+2],NaN,515,NaN
[CH-]1C=CC=C1.N#CC(=C=Cc1ccc(cc1)C#C[C-]1C=CC=C1)C(=O)O.[Fe+2],NaN,492,NaN
NC(=O)C[C@@H](C(=O)O)N,NaN,274,NaN
c1cnno1,NaN,294,chloroform
[S-]C(=[Se])C1CCCCC1.CCCC[N+](CCCC)(CCCC)CCCC,NaN,522,NaN
[S-]C(=[Se])C12CC3CC(C2)CC(C1)C3.CCCC[N+](CCCC)(CCCC)CCCC,NaN,575,NaN
[O-]C(=O)NC,NaN,446,NaN
[O-]C(=O)NCCC,NaN,446,NaN
CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CCC(C2)OC(=O)OCc1ccc2c3c1cccc3c1c3c2cccc3ccc1)C)C,NaN,447,NaN
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sc(cc1C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=C1C(=O)N(CC(C)CC)C(=O)C(=C1C)C#N,NaN,868,NaN
